@relation LongParameterList

@attribute NOP_method numeric
@attribute CC_method numeric
@attribute ATFD_method numeric
@attribute FDP_method numeric
@attribute CM_method numeric
@attribute MAXNESTING_method numeric
@attribute LOC_method numeric
@attribute CYCLO_method numeric
@attribute NMCS_method numeric
@attribute NOLV_method numeric
@attribute MaMCL_method numeric
@attribute NOAV_method numeric
@attribute LAA_method numeric
@attribute FANOUT_method numeric
@attribute CFNAMM_method numeric
@attribute ATLD_method numeric
@attribute CINT_method numeric
@attribute MeMCL_method numeric
@attribute CDISP_method numeric
@attribute NOII_type numeric
@attribute NOAM_type numeric
@attribute NOCS_type numeric
@attribute NOM_type numeric
@attribute NMO_type numeric
@attribute ATFD_type numeric
@attribute FANOUT_type numeric
@attribute NOMNAMM_type numeric
@attribute NOA_type numeric
@attribute NIM_type numeric
@attribute DIT_type numeric
@attribute LOC_type numeric
@attribute LOCNAMM_type numeric
@attribute CFNAMM_type numeric
@attribute TCC_type numeric
@attribute NOPA_type numeric
@attribute CBO_type numeric
@attribute RFC_type numeric
@attribute NOC_type numeric
@attribute WMC_type numeric
@attribute LCOM5_type numeric
@attribute WOC_type numeric
@attribute WMCNAMM_type numeric
@attribute AMW_type numeric
@attribute AMWNAMM_type numeric
@attribute NOCS_package numeric
@attribute NOMNAMM_package numeric
@attribute NOI_package numeric
@attribute LOC_package numeric
@attribute NOM_package numeric
@attribute NOPK_project numeric
@attribute NOCS_project numeric
@attribute NOI_project numeric
@attribute NOM_project numeric
@attribute NOMNAMM_project numeric
@attribute LOC_project numeric
@attribute is_long_parameters_list {FALSE,TRUE}

@data
3,0,2,2,0,2,15,2,0,4,0,6,0,4,4,0,4,0,1,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333,0,15,69,0,114,0.964286,1,114,5.181818,5.181818,7,32,1,928,32,4,190,3,713,563,9457,FALSE
3,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,3,0,-1,-1,24,24,0,0,0,2,3,0,3,0,0,3,1,1,7,32,1,928,32,4,190,3,713,563,9457,FALSE
7,0,2,1,0,3,28,4,0,10,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,576,6,32,32,0,1,0,4,1,0,4,0,1,4,4,4,153,193,0,6579,256,4,190,3,713,563,9457,TRUE
7,0,5,2,0,3,32,5,0,10,0,15,0,1,0,0,2,0,0.5,0,0,0,1,0,5,1,1,0,576,6,35,35,0,1,0,3,3,0,5,0,1,5,5,5,153,193,0,6579,256,4,190,3,713,563,9457,TRUE
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,-1,0,0,3,0,-1,-1,37,16,0,0,0,0,6,0,6,0,0,3,1,1,25,326,22,5974,478,133,2330,131,19618,13899,299402,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,13,3,30,0,4,8,17,8,0,1,450,340,536,0.194805,0,8,40,0,64,0.883621,0.380952,50,2.133333,2.941176,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
1,0,0,0,0,2,10,3,0,3,0,3,0,0,0,0,0,0,0,0,10,0,48,3,18,15,38,8,47,2,446,385,2834,0.184669,0,16,82,0,73,0.901596,0.785714,62,1.520833,1.631579,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
0,1,0,0,1,2,18,3,0,2,0,2,1,1,2,1,1,0,1,1,24,1,92,0,62,43,68,20,10,2,1616,1163,11416,0.497297,7,67,265,1,217,0.957143,0.674419,147,2.358696,2.161765,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,3,1,0,0,0,2,1,1,2,2,1,0,1,0,9,0,23,2,1,9,14,27,8,4,308,241,1452,0.390476,13,14,70,0,40,0.962963,0.241379,31,1.73913,2.214286,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,2,0,4,6,4,9,4,81,55,162,0.142857,1,8,35,0,12,0.9375,0.555556,9,1.333333,1.5,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,3,0,6,0,0,2,3,3,0,1,30,15,16,0.666667,1,2,8,0,6,0.866667,0.333333,3,1,1,48,335,0,6879,703,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,21,0,33,2,0,5,12,23,9,4,371,151,758,0.322581,10,9,60,0,33,0.959239,0.261905,12,1,1,48,335,0,6879,703,133,2330,131,19618,13899,299402,FALSE
2,0,0,0,0,2,8,2,0,4,0,5,1,0,1,1,0,0,0,0,2,1,18,5,0,5,16,7,15,2,256,226,433,0.686275,6,7,46,0,47,0.882353,0.666667,42,2.611111,2.625,38,208,2,5566,383,133,2330,131,19618,13899,299402,FALSE
1,6,1,1,8,1,10,1,0,3,0,6,0.666667,1,2,2,2,0,0.5,1,16,0,107,0,125,57,91,20,0,1,2218,1997,17110,0.220121,0,69,310,0,311,0.950472,0.791667,275,2.906542,3.021978,22,253,1,5906,345,133,2330,131,19618,13899,299402,FALSE
0,1,0,0,2,2,6,2,0,0,0,3,0.666667,1,2,2,1,0,1,0,1,1,9,1,0,2,8,2,0,1,68,63,34,0.642857,0,1,11,0,10,0.5625,0.888889,9,1.111111,1.125,38,253,10,4401,270,133,2330,131,19618,13899,299402,FALSE
1,0,0,0,0,1,4,1,0,1,0,3,1,0,0,1,0,0,0,0,4,0,29,-1,0,0,25,1,-1,3,300,264,430,0.925926,0,8,56,2,29,0.107143,-1,25,1,1,35,265,0,7652,356,133,2330,131,19618,13899,299402,FALSE
0,0,1,1,0,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,17,0,52,0,25,8,35,1,30,4,638,395,3864,0,1,20,140,0,63,1.019608,0.647059,38,1.211538,1.085714,35,265,0,7652,356,133,2330,131,19618,13899,299402,FALSE
0,0,1,1,0,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,18,0,56,0,22,4,38,1,30,4,720,498,4584,0,1,16,127,0,58,1.018182,0.666667,40,1.035714,1.052632,35,265,0,7652,356,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,3,0,3,3,0,0,0,4,2,2,27,9,0,0,4,0,5,0,3,1.125,0,0,1,0,57,35,0,1905,40,133,2330,131,19618,13899,299402,FALSE
4,0,0,0,0,1,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,22,0,5,2,431,431,0,0,0,0,27,0,22,0,1,22,1,1,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
3,1,0,0,1,1,3,1,0,3,0,2,0,0,0,0,0,0,0,1,0,1,26,0,0,1,26,0,0,1,372,372,36,0,0,1,27,0,31,0,1,31,1.192308,1.192308,45,381,5,7829,395,133,2330,131,19618,13899,299402,FALSE
3,0,0,0,0,1,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,11,11,0,0,0,4,5,0,2,0,1,2,1,1,168,225,7,5489,227,133,2330,131,19618,13899,299402,FALSE
6,0,2,2,0,2,32,7,0,12,0,14,0,3,6,0,4,0,0.75,0,0,0,1,0,2,3,1,0,1,2,35,35,12,1,0,6,7,0,7,0,1,7,7,7,168,225,7,5489,227,133,2330,131,19618,13899,299402,TRUE
3,3,1,1,3,2,13,3,0,5,0,6,0,1,2,0,1,0,1,0,0,10,12,0,5,17,12,0,0,1,569,569,524,0,0,12,41,0,48,0,1,48,4,4,168,225,7,5489,227,133,2330,131,19618,13899,299402,FALSE
3,0,1,1,0,3,11,3,0,7,0,8,0,3,4,0,3,0,1,1,0,0,1,0,1,3,1,0,0,1,14,14,8,1,0,4,4,-1,3,0,-1,3,3,3,168,225,7,5489,227,133,2330,131,19618,13899,299402,FALSE
4,0,1,1,0,2,9,2,0,7,0,8,0,2,2,0,2,0,1,0,0,0,4,0,2,3,4,1,1,2,44,44,24,0,0,7,11,0,9,1,1,9,2.25,2.25,168,225,7,5489,227,133,2330,131,19618,13899,299402,TRUE
3,0,2,2,0,4,28,8,0,7,0,7,0,2,4,0,3,0,0.666667,1,0,0,7,0,2,5,7,0,0,1,178,178,198,1,0,9,17,0,39,0,1,39,5.571429,5.571429,168,225,7,5489,227,133,2330,131,19618,13899,299402,FALSE
4,0,0,0,0,3,24,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,0,2,3,4,0,1,2,79,79,44,0,0,7,11,0,13,0,1,13,3.25,3.25,168,225,7,5489,227,133,2330,131,19618,13899,299402,TRUE
3,0,0,0,0,1,8,1,0,7,0,8,0,0,0,0,0,0,0,0,0,0,8,0,1,5,8,0,1,2,83,83,120,0,0,9,17,0,14,0,1,14,1.75,1.75,168,225,7,5489,227,133,2330,131,19618,13899,299402,FALSE
4,1,1,1,1,1,5,2,0,4,0,2,0.5,1,4,1,2,0,0.5,0,10,0,48,3,18,15,38,8,47,2,446,385,2834,0.184669,0,16,82,0,73,0.901596,0.785714,62,1.520833,1.631579,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
3,0,1,1,0,1,6,2,0,3,0,2,0.5,1,4,1,2,0,0.5,0,10,0,48,3,18,15,38,8,47,2,446,385,2834,0.184669,0,16,82,0,73,0.901596,0.785714,62,1.520833,1.631579,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
3,0,32,10,0,1,72,2,0,15,0,63,0.058824,15,30,2,34,0,0.441176,0,3,2,21,3,57,34,18,212,23,4,819,798,1009,0.236364,206,43,135,0,73,1.044575,0.032407,70,3.47619,3.888889,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,FALSE
4,0,0,0,0,2,12,3,0,4,0,8,1,0,0,4,0,0,0,0,0,0,9,1,5,8,9,4,0,1,271,271,16,0,0,12,21,0,61,0.8125,1,61,6.777778,6.777778,64,347,1,3566,432,133,2330,131,19618,13899,299402,TRUE
3,0,0,0,0,1,8,1,0,6,0,6,1,1,6,1,2,0,0.5,0,2,1,11,2,0,6,9,3,18,2,131,110,278,0.622222,2,8,46,0,15,0.8,0.75,12,1.363636,1.333333,38,208,2,5566,383,133,2330,131,19618,13899,299402,FALSE
3,0,0,0,0,1,16,1,0,4,0,10,1,2,8,5,4,0,0.5,0,9,0,14,2,0,4,5,6,18,2,132,56,221,0.351648,2,7,44,0,15,0.794872,0.3125,6,1.071429,1.2,38,208,2,5566,383,133,2330,131,19618,13899,299402,FALSE
3,0,0,0,0,2,31,3,0,4,0,25,1,2,8,17,4,0,0.5,0,14,0,21,4,1,5,7,22,22,3,244,153,331,0.3,6,9,61,0,35,0.888636,0.230769,16,1.666667,2.285714,38,208,2,5566,383,133,2330,131,19618,13899,299402,FALSE
3,0,0,0,0,1,10,1,0,6,0,8,1,1,3,4,1,0,1,0,9,0,14,2,0,3,5,6,18,2,133,56,191,0.351648,2,6,43,0,14,0.794872,0.3125,5,1,1,38,208,2,5566,383,133,2330,131,19618,13899,299402,FALSE
3,1,0,0,1,2,7,2,0,4,0,5,1,1,2,1,1,0,1,0,0,3,5,0,0,2,5,1,0,1,163,163,32,0.333333,0,0,9,0,7,0.5,1,7,1.4,1.4,38,253,10,4401,270,133,2330,131,19618,13899,299402,FALSE
4,1,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,9,-1,0,0,9,0,-1,-1,26,26,0,0,0,2,9,0,9,0,0,9,1,1,38,253,10,4401,270,133,2330,131,19618,13899,299402,TRUE
4,7,0,0,11,1,3,1,0,4,0,4,0,0,1,0,0,0,0,0,0,0,9,0,1,4,9,1,14,2,61,61,124,0.066667,1,6,35,1,10,0.75,0.888889,10,1.111111,1.111111,17,124,0,2217,148,133,2330,131,19618,13899,299402,TRUE
9,0,0,0,0,1,7,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,22,0,5,2,431,431,0,0,0,0,27,0,22,0,1,22,1,1,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
8,0,0,0,0,1,7,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,22,0,5,2,431,431,0,0,0,0,27,0,22,0,1,22,1,1,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
10,0,0,0,0,1,8,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,18,0,0,22,0,5,2,431,431,0,0,0,0,27,0,22,0,1,22,1,1,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
9,0,0,0,0,2,14,2,0,9,0,9,0,0,0,0,0,0,0,0,0,0,27,-1,0,1,27,5,-1,1,645,645,8,0,5,1,28,3,60,1.038462,-1,60,2.222222,2.222222,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
7,0,1,1,0,2,16,2,0,14,0,15,0,3,6,0,4,0,0.75,2,0,4,7,-1,4,3,7,6,-1,1,90,90,30,0.133333,4,7,11,0,14,1.055556,-1,14,2,2,168,225,7,5489,227,133,2330,131,19618,13899,299402,TRUE
11,0,1,1,0,1,11,2,0,11,0,2,0.5,1,4,1,2,0,0.5,0,10,0,48,3,18,15,38,8,47,2,446,385,2834,0.184669,0,16,82,0,73,0.901596,0.785714,62,1.520833,1.631579,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
10,0,1,1,0,1,9,2,0,10,0,2,0.5,1,4,1,2,0,0.5,0,10,0,48,3,18,15,38,8,47,2,446,385,2834,0.184669,0,16,82,0,73,0.901596,0.785714,62,1.520833,1.631579,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
7,0,0,0,0,1,4,1,0,7,0,7,0,0,0,0,0,0,0,0,10,0,48,3,18,15,38,8,47,2,446,385,2834,0.184669,0,16,82,0,73,0.901596,0.785714,62,1.520833,1.631579,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
11,0,1,1,0,1,7,2,0,11,0,2,0.5,1,4,1,2,0,0.5,0,21,0,81,2,5,3,60,7,85,3,539,408,2704,0.01252,0,3,102,0,99,0.967857,0.808219,76,1.222222,1.266667,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
7,0,1,1,0,1,6,2,0,7,0,2,0.5,1,4,1,2,0,0.5,0,21,0,81,2,5,3,60,7,85,3,539,408,2704,0.01252,0,3,102,0,99,0.967857,0.808219,76,1.222222,1.266667,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
8,0,0,0,0,1,20,1,0,8,0,16,1,0,0,8,0,0,0,1,13,0,20,0,0,2,7,5,10,2,221,102,147,0.191667,0,3,34,0,27,0.863158,0.277778,14,1.35,2,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
15,1,0,0,1,1,25,1,0,16,0,32,1,2,6,16,3,0,0.666667,0,2,0,22,2,6,9,20,20,9,4,285,267,865,0.549451,1,14,67,0,31,0.942857,0.875,29,1.409091,1.45,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,TRUE
1,3,1,1,3,1,4,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,4,-1,4,2,4,1,-1,2,55,55,30,0,0,4,7,2,8,1.333333,-1,8,2,2,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
2,0,0,0,0,2,10,2,0,3,0,5,1,0,0,2,0,0,0,56,0,0,57,0,0,0,57,2,0,1,674,674,0,1,0,0,57,0,113,0.017857,1,113,1.982456,1.982456,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
2,0,0,0,0,2,10,2,0,3,0,5,1,0,0,2,0,0,0,56,0,0,57,0,0,0,57,2,0,1,674,674,0,1,0,0,57,0,113,0.017857,1,113,1.982456,1.982456,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,0,3,1,0,2,12,3,0,0,0,3,0,2,4,0,2,0,1,1,1,0,11,0,6,3,10,3,0,1,197,170,150,0,0,3,18,0,29,1.1,0.888889,25,2.636364,2.5,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,0,0,0,0,1,5,1,0,1,0,1,0,2,6,0,3,0,0.666667,2,0,8,34,8,2,11,34,2,21,3,787,787,1842,0,0,10,82,0,75,1.030303,1,75,2.205882,2.205882,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,0,0,0,1,3,1,0,1,0,1,0,0,1,0,0,0,0,3,0,2,24,5,1,6,24,1,24,3,375,375,1021,0,0,10,71,0,45,1.043478,1,45,1.875,1.875,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,0,0,0,0,1,5,1,0,0,0,2,1,0,1,2,0,0,0,3,0,2,24,5,1,6,24,1,24,3,375,375,1021,0,0,10,71,0,45,1.043478,1,45,1.875,1.875,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,3,3,1,7,3,11,5,0,3,0,6,0,1,2,0,1,0,1,1,0,0,19,-1,4,2,19,4,-1,2,339,339,377,0,0,4,30,2,50,1.055556,-1,50,2.631579,2.631579,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,0,0,0,1,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,19,-1,4,2,19,4,-1,2,339,339,377,0,0,4,30,2,50,1.055556,-1,50,2.631579,2.631579,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,1,-1,-1,1,0,1,1,0,0,0,-1,-1,0,0,-1,0,0,0,2,2,0,24,-1,0,2,22,10,-1,1,373,347,218,0.216374,0,2,26,2,40,0.904348,-1,37,1.666667,1.681818,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,-1,-1,0,0,1,1,0,1,0,-1,-1,0,0,-1,0,0,0,2,2,0,24,-1,0,2,22,10,-1,1,373,347,218,0.216374,0,2,26,2,40,0.904348,-1,37,1.666667,1.681818,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,4,0,0,1,14,14,0,0,0,1,4,-1,4,0,-1,4,1,1,30,49,3,993,54,3,91,9,585,567,8432,FALSE
0,0,0,0,0,3,6,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,1,4,0,0,1,20,20,8,0,0,4,5,-1,5,0,-1,5,1.25,1.25,30,49,3,993,54,3,91,9,585,567,8432,FALSE
2,0,0,0,0,3,38,3,0,19,0,22,0.333333,0,0,2,0,0,0,0,0,1,9,0,0,1,9,3,0,1,429,429,2,1,0,0,10,0,41,0.875,1,41,4.555556,4.555556,2,9,0,429,9,3,91,9,585,567,8432,FALSE
3,0,0,0,0,1,3,1,0,3,0,3,0,0,1,0,0,0,0,2,0,8,34,8,2,11,34,2,21,3,787,787,1842,0,0,10,82,0,75,1.030303,1,75,2.205882,2.205882,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
3,1,1,1,2,2,18,3,0,6,0,9,0.666667,0,1,2,0,0,0,2,0,8,34,8,2,11,34,2,21,3,787,787,1842,0,0,10,82,0,75,1.030303,1,75,2.205882,2.205882,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
3,0,0,0,0,1,3,1,0,3,0,3,0,0,1,0,0,0,0,3,0,2,24,5,1,6,24,1,24,3,375,375,1021,0,0,10,71,0,45,1.043478,1,45,1.875,1.875,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
3,2,1,1,2,1,4,1,0,3,0,4,0,0,1,0,0,0,0,1,0,0,19,-1,4,2,19,4,-1,2,339,339,377,0,0,4,30,2,50,1.055556,-1,50,2.631579,2.631579,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
3,1,3,1,1,1,5,1,0,3,0,6,0,0,0,0,0,0,0,1,2,0,8,1,3,1,6,3,0,1,52,42,8,0,0,2,8,0,14,1.142857,1,12,1.75,2,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
3,1,0,0,1,1,7,1,0,3,0,6,1,0,0,3,0,0,0,0,0,0,2,0,0,1,2,2,0,1,26,26,8,1,0,2,4,0,2,0.5,1,2,1,1,30,49,3,993,54,3,91,9,585,567,8432,FALSE
4,0,0,0,0,2,13,3,0,6,0,5,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,1,73,73,6,1,0,1,4,0,9,0,1,9,4.5,4.5,30,49,3,993,54,3,91,9,585,567,8432,FALSE
5,0,0,0,0,2,24,2,0,15,0,18,0.2,0,0,1,0,0,0,0,0,1,9,0,0,1,9,3,0,1,429,429,2,1,0,0,10,0,41,0.875,1,41,4.555556,4.555556,2,9,0,429,9,3,91,9,585,567,8432,TRUE
5,0,0,0,0,3,40,3,0,22,0,24,0.2,0,0,1,0,0,0,0,0,1,9,0,0,1,9,3,0,1,429,429,2,1,0,0,10,0,41,0.875,1,41,4.555556,4.555556,2,9,0,429,9,3,91,9,585,567,8432,TRUE
3,0,0,0,0,3,50,5,0,13,0,12,0,0,0,0,0,0,0,0,0,1,9,0,0,1,9,3,0,1,429,429,2,1,0,0,10,0,41,0.875,1,41,4.555556,4.555556,2,9,0,429,9,3,91,9,585,567,8432,FALSE
0,1,0,0,1,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,14,2,36,14,14,13,22,11,168,4,1440,1234,899,0.110924,0,25,254,2,103,0.932468,0.5625,86,2.861111,3.909091,70,543,1,20854,812,42,1171,66,10384,8750,312068,FALSE
1,1,1,1,1,3,48,5,0,4,0,8,0.75,1,4,3,3,0,0.333333,1,1,0,29,0,34,15,28,20,0,1,1451,1446,1250,0.194444,0,21,76,0,186,0.932143,0.9,185,6.413793,6.607143,138,948,4,27590,1132,42,1171,66,10384,8750,312068,FALSE
1,0,4,2,0,2,30,5,0,3,0,11,0.375,4,12,3,5,0,0.8,0,0,0,3,2,4,4,3,2,87,4,62,62,54,1,0,34,152,0,7,0.5,1,7,2.333333,2.333333,138,948,4,27590,1132,42,1171,66,10384,8750,312068,FALSE
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,19,0,77,0,34,17,58,30,0,1,1334,1204,4998,0.050263,0,25,142,0,207,0.970614,0.711864,185,2.688312,3.189655,138,948,4,27590,1132,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,3,14,2,0,2,0,1,0,1,2,0,1,0,1,0,0,8,8,8,0,8,8,0,1,2,104,104,88,0,0,1,17,0,9,0,0,9,1.125,1.125,69,454,0,23224,474,42,1171,66,10384,8750,312068,FALSE
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,-1,0,0,9,0,-1,-1,105,80,0,0,0,0,12,0,12,0,0,9,1,1,31,289,3,8970,374,42,1171,66,10384,8750,312068,FALSE
0,0,1,1,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,4,23,0,110,0,1,1,87,5,0,1,1929,1643,438,0.000849,0,2,111,1,156,0.990826,0.790909,133,1.418182,1.528736,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,1,7,1,0,1,0,5,1,0,0,4,0,0,0,0,2,0,18,0,0,0,16,5,0,1,455,404,0,0.619048,0,0,18,0,59,0.623529,0.9,52,3.277778,3.25,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
1,1,0,0,1,1,8,1,0,1,0,2,1,0,0,1,0,0,0,2,0,0,8,4,0,0,8,2,4,2,135,135,0,1,0,0,8,0,12,0.857143,1,12,1.5,1.5,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
1,0,2,1,0,4,35,5,0,6,0,9,0.333333,3,6,1,5,0,0.6,4,52,0,137,1,69,56,85,43,12,2,3578,2687,29122,0.04638,0,65,330,0,334,0.979309,0.607692,252,2.437956,2.964706,28,223,3,9478,312,42,1171,66,10384,8750,312068,FALSE
2,0,0,0,0,1,5,1,0,3,0,3,0,0,0,0,0,0,0,1,1,0,13,0,4,6,12,8,0,1,344,339,154,0,0,8,25,0,37,0.96875,0.833333,36,2.846154,3,6,41,0,1350,51,42,1171,66,10384,8750,312068,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,1,2,1,1,0,1,0,11,0,42,0,14,7,31,15,0,1,1619,1427,1966,0.008602,0,12,62,0,160,0.960976,0,139,3.809524,4.483871,29,190,0,8318,262,42,1171,66,10384,8750,312068,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,18,0,37,0,2,4,19,16,0,1,799,578,292,0.1,0,5,42,1,94,0.963542,0,71,2.540541,3.736842,29,190,0,8318,262,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,1,1,1,0,1,0,1,1,1,2,1,1,0,1,2,12,0,49,0,0,1,37,4,0,1,626,534,390,0.026596,0,1,50,0,95,0.932292,0.75,83,1.938776,2.243243,2,74,0,2325,88,42,1171,66,10384,8750,312068,FALSE
3,0,0,0,0,1,5,1,0,3,0,3,0,0,0,0,0,0,0,1,6,1,45,0,5,3,39,2,0,1,411,342,440,0.035941,0,3,51,0,49,0.886364,0.866667,43,1.088889,1.102564,70,543,1,20854,812,42,1171,66,10384,8750,312068,FALSE
3,0,0,0,0,1,5,1,0,3,0,6,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,1,11,11,0,1,3,0,1,0,1,0,0.25,1,1,1,30,205,0,6135,269,42,1171,66,10384,8750,312068,TRUE
4,0,5,2,0,4,47,17,0,6,0,11,0,2,4,0,2,0,1,0,0,1,71,0,14,15,71,35,0,1,1613,1613,6292,0.040706,25,18,111,0,316,0.993061,0.728261,316,4.450704,4.450704,44,200,1,8510,214,42,1171,66,10384,8750,312068,FALSE
5,0,5,5,0,5,81,12,0,16,0,23,0,12,32,0,21,0,0.571429,0,0,0,6,0,7,15,6,1,0,1,247,247,330,0,0,16,36,0,36,1.2,1,36,6,6,66,634,5,10542,699,42,1171,66,10384,8750,312068,TRUE
5,1,0,0,1,1,10,1,0,5,0,8,1,0,1,3,0,0,0,0,6,0,121,117,3,8,115,7,84,3,1247,1190,24104,0.884543,0,23,421,0,234,0.861905,0.94958,223,1.933884,1.93913,66,634,5,10542,699,42,1171,66,10384,8750,312068,TRUE
6,1,0,0,1,1,9,1,0,6,0,12,1,0,0,6,0,0,0,0,6,0,7,0,0,0,1,6,0,1,106,53,0,0,0,1,7,0,7,1,0,1,1,1,66,634,5,10542,699,42,1171,66,10384,8750,312068,TRUE
3,4,0,0,4,2,26,2,0,4,0,10,1,0,0,6,0,0,0,0,0,0,5,0,0,0,5,10,0,1,170,170,0,0.333333,0,1,5,0,7,1.025,0,7,1.4,1.4,49,669,11,19441,821,42,1171,66,10384,8750,312068,TRUE
3,0,0,0,0,1,9,1,0,3,0,0,0,0,0,0,0,0,0,1,23,0,97,0,0,0,74,1,0,1,739,539,0,0,0,2,97,2,97,1.010417,0.747253,74,1,1,49,669,11,19441,821,42,1171,66,10384,8750,312068,FALSE
4,0,0,0,0,1,8,1,0,4,0,0,0,0,0,0,0,0,0,1,23,0,97,0,0,0,74,1,0,1,739,539,0,0,0,2,97,2,97,1.010417,0.747253,74,1,1,49,669,11,19441,821,42,1171,66,10384,8750,312068,TRUE
6,0,0,0,0,1,10,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,20,3,3,25,0,133,3,598,598,768,0,0,26,206,0,51,0,1,51,2.04,2.04,49,669,11,19441,821,42,1171,66,10384,8750,312068,TRUE
3,2,0,0,2,2,11,3,0,3,0,4,1,1,3,3,1,0,1,0,6,0,27,-1,1,1,21,4,-1,2,399,325,280,0.094862,0,6,39,3,49,0.855769,-1,41,1.814815,1.952381,49,669,11,19441,821,42,1171,66,10384,8750,312068,TRUE
